               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.012538,           0.0064675,                   0,             0.99951,                   1,               0.995,             0.86167,            0.004271,           0.0023231,                   0,            0.004489,            0.004489,            0.004489
                 169,             0.01156,           0.0065582,                   0,             0.99973,                   1,               0.995,              0.8624,           0.0041263,            0.002264,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.011975,           0.0066238,                   0,                   1,             0.99999,               0.995,             0.85383,           0.0042173,           0.0022779,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.010156,           0.0063558,                   0,             0.99984,                   1,               0.995,             0.86597,           0.0041828,           0.0022361,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.011673,           0.0065109,                   0,             0.99975,                   1,               0.995,             0.86021,           0.0043836,           0.0023122,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.011491,           0.0062187,                   0,              0.9997,                   1,               0.995,             0.85712,           0.0044536,           0.0023607,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.012479,           0.0063653,                   0,             0.99969,                   1,               0.995,             0.85802,           0.0043583,           0.0022834,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.011202,           0.0062258,                   0,             0.99965,                   1,               0.995,             0.86439,           0.0041216,           0.0022354,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.010921,           0.0064557,                   0,             0.99961,                   1,               0.995,             0.87778,              0.0041,            0.002153,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.010818,           0.0063935,                   0,             0.99985,                   1,               0.995,             0.86842,           0.0041909,           0.0022068,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.010912,           0.0064551,                   0,              0.9996,                   1,               0.995,             0.86502,           0.0042437,           0.0022072,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.011229,           0.0063601,                   0,             0.99947,                   1,               0.995,             0.86392,           0.0040896,           0.0021964,                   0,            0.004126,            0.004126,            0.004126
                 180,             0.01122,           0.0064546,                   0,             0.99948,                   1,               0.995,             0.85608,           0.0040791,           0.0022349,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.012527,           0.0067677,                   0,             0.99954,                   1,               0.995,             0.85538,           0.0040876,           0.0021941,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.011254,            0.006255,                   0,             0.99956,                   1,               0.995,             0.85261,           0.0041359,           0.0022166,                   0,            0.004027,            0.004027,            0.004027
                 183,             0.01106,           0.0060638,                   0,             0.99954,                   1,               0.995,             0.85953,           0.0040832,           0.0022409,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.011931,           0.0061377,                   0,             0.99957,                   1,               0.995,             0.86745,           0.0039599,           0.0022118,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.011109,           0.0060649,                   0,             0.99957,                   1,               0.995,             0.86938,            0.003916,           0.0021839,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.013769,           0.0065928,                   0,             0.99955,                   1,               0.995,             0.87497,           0.0038848,            0.002154,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.010363,           0.0065107,                   0,             0.99953,                   1,               0.995,             0.87013,           0.0038818,           0.0021511,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.011307,           0.0062907,                   0,              0.9995,                   1,               0.995,             0.87277,           0.0040166,           0.0021132,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.010528,            0.006157,                   0,             0.99955,                   1,               0.995,             0.87104,           0.0040317,           0.0022151,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.012167,           0.0062644,                   0,             0.99957,                   1,               0.995,             0.86218,           0.0040689,            0.002249,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.011101,           0.0063845,                   0,             0.99957,                   1,               0.995,             0.87401,           0.0040656,           0.0022386,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.01009,           0.0062977,                   0,             0.99951,                   1,               0.995,             0.86449,            0.004057,           0.0022481,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.011284,           0.0059775,                   0,             0.99954,                   1,               0.995,             0.86821,            0.003978,           0.0022297,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.012675,           0.0061219,                   0,             0.99945,                   1,               0.995,             0.86573,           0.0038995,           0.0022564,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.011381,           0.0062912,                   0,              0.9994,                   1,               0.995,             0.86319,           0.0040167,           0.0022908,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.010161,           0.0061043,                   0,             0.99944,                   1,               0.995,             0.85333,           0.0043266,            0.002301,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.010467,            0.006023,                   0,             0.99957,                   1,               0.995,             0.85991,           0.0040923,           0.0023346,                   0,            0.003532,            0.003532,            0.003532
                 198,             0.01133,           0.0060888,                   0,             0.99959,                   1,               0.995,             0.86866,           0.0042036,           0.0023303,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.011273,           0.0060516,                   0,             0.99957,                   1,               0.995,             0.85934,           0.0042448,           0.0023013,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.010333,            0.006099,                   0,              0.9996,                   1,               0.995,             0.86963,           0.0040503,           0.0021868,                   0,            0.003433,            0.003433,            0.003433
                 201,           0.0093901,           0.0062003,                   0,             0.99961,                   1,               0.995,             0.87176,           0.0038982,            0.002212,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.012087,           0.0060118,                   0,             0.99956,                   1,               0.995,              0.8571,           0.0040642,           0.0022763,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.010289,           0.0058477,                   0,             0.99961,                   1,               0.995,             0.86235,            0.004032,           0.0022696,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.010026,           0.0058826,                   0,             0.99959,                   1,               0.995,              0.8594,           0.0040704,           0.0023621,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.011021,           0.0062288,                   0,             0.99959,                   1,               0.995,              0.8641,           0.0040855,           0.0023353,                   0,            0.003268,            0.003268,            0.003268
                 206,           0.0096226,           0.0061164,                   0,             0.99959,                   1,               0.995,             0.85737,           0.0041569,           0.0023212,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.010885,           0.0058113,                   0,             0.99959,                   1,               0.995,              0.8596,           0.0041946,           0.0023096,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.010784,           0.0062594,                   0,             0.99963,                   1,               0.995,             0.85998,           0.0041118,           0.0022452,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.011836,           0.0062873,                   0,             0.99961,                   1,               0.995,             0.86964,           0.0040841,           0.0022287,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.011211,           0.0060923,                   0,             0.99962,                   1,               0.995,             0.87623,           0.0039971,           0.0022267,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0098702,           0.0058129,                   0,             0.99963,                   1,               0.995,             0.86473,           0.0041358,           0.0022516,                   0,             0.00307,             0.00307,             0.00307
                 212,             0.01163,           0.0061719,                   0,             0.99954,                   1,               0.995,             0.86349,           0.0040239,            0.002238,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.010964,           0.0063715,                   0,             0.99955,                   1,               0.995,             0.87039,           0.0039899,           0.0022102,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0094601,           0.0060078,                   0,             0.99945,                   1,               0.995,             0.86642,           0.0039838,           0.0022473,                   0,            0.002971,            0.002971,            0.002971
                 215,           0.0093485,           0.0056206,                   0,             0.99955,                   1,               0.995,             0.86643,           0.0039958,           0.0022738,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.010156,            0.006148,                   0,             0.99958,                   1,               0.995,             0.87414,           0.0039972,           0.0022195,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.010543,           0.0056846,                   0,             0.99962,                   1,               0.995,             0.86924,           0.0039981,           0.0021835,                   0,            0.002872,            0.002872,            0.002872
                 218,           0.0082648,           0.0057511,                   0,             0.99958,                   1,               0.995,             0.85417,           0.0041495,           0.0022519,                   0,            0.002839,            0.002839,            0.002839
                 219,           0.0099828,           0.0058885,                   0,             0.99956,                   1,               0.995,             0.86781,           0.0039634,           0.0022803,                   0,            0.002806,            0.002806,            0.002806
                 220,           0.0094404,           0.0059874,                   0,             0.99952,                   1,               0.995,             0.87038,           0.0039344,           0.0023052,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.011106,           0.0060185,                   0,             0.99959,                   1,               0.995,             0.87441,           0.0039514,            0.002227,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.011233,           0.0060462,                   0,             0.99956,                   1,               0.995,             0.87035,           0.0040756,           0.0021709,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.010753,           0.0060734,                   0,             0.99956,                   1,               0.995,             0.87541,           0.0040822,            0.002201,                   0,            0.002674,            0.002674,            0.002674
                 224,           0.0091721,           0.0058032,                   0,             0.99959,                   1,               0.995,              0.8845,           0.0039775,           0.0021512,                   0,            0.002641,            0.002641,            0.002641
                 225,           0.0083971,           0.0060749,                   0,             0.99962,                   1,               0.995,             0.87799,           0.0039795,           0.0021492,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.011776,           0.0059928,                   0,             0.99961,                   1,               0.995,             0.87494,           0.0038978,           0.0021738,                   0,            0.002575,            0.002575,            0.002575
                 227,           0.0098178,           0.0061797,                   0,             0.99959,                   1,               0.995,             0.88215,           0.0039176,           0.0021339,                   0,            0.002542,            0.002542,            0.002542
                 228,           0.0093279,            0.005788,                   0,             0.99952,                   1,               0.995,             0.88132,           0.0039114,           0.0021699,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.010359,           0.0060147,                   0,             0.99958,                   1,               0.995,             0.87448,           0.0039691,           0.0021851,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0093571,           0.0057961,                   0,             0.99958,                   1,               0.995,             0.87336,           0.0040336,           0.0022181,                   0,            0.002443,            0.002443,            0.002443
                 231,           0.0096987,           0.0058531,                   0,             0.99956,                   1,               0.995,              0.8739,             0.00398,           0.0022187,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.009338,           0.0058982,                   0,             0.99956,                   1,               0.995,             0.87431,           0.0040078,           0.0021938,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.012063,           0.0062367,                   0,             0.99952,                   1,               0.995,             0.87232,           0.0040475,           0.0021671,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.009956,           0.0059289,                   0,             0.99954,                   1,               0.995,             0.87615,           0.0039146,           0.0021598,                   0,            0.002311,            0.002311,            0.002311
                 235,             0.01159,           0.0059846,                   0,             0.99958,                   1,               0.995,             0.87945,           0.0038907,           0.0021862,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0093409,           0.0058145,                   0,             0.99957,                   1,               0.995,             0.88529,           0.0038925,           0.0021794,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0093029,           0.0056169,                   0,             0.99958,                   1,               0.995,             0.88394,            0.003937,           0.0021732,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0094567,           0.0059442,                   0,             0.99964,                   1,               0.995,             0.89365,           0.0038955,           0.0021248,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0090172,           0.0058121,                   0,             0.99963,                   1,               0.995,             0.88892,           0.0039588,           0.0021571,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0085039,           0.0056623,                   0,             0.99963,                   1,               0.995,             0.88765,           0.0039228,           0.0021861,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0099768,            0.005553,                   0,             0.99965,                   1,               0.995,             0.87981,           0.0039498,           0.0022474,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0096861,           0.0058058,                   0,             0.99963,                   1,               0.995,             0.88004,           0.0039286,           0.0023023,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.010538,            0.005877,                   0,              0.9996,                   1,               0.995,             0.87124,           0.0039326,           0.0022809,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0093256,           0.0057367,                   0,             0.99954,                   1,               0.995,             0.86896,           0.0039311,           0.0022753,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0098912,           0.0058387,                   0,             0.99954,                   1,               0.995,             0.87573,            0.003912,           0.0022554,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0095966,           0.0057741,                   0,             0.99953,                   1,               0.995,             0.87435,           0.0039479,           0.0022081,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0096887,           0.0059403,                   0,             0.99957,                   1,               0.995,             0.88129,           0.0039599,           0.0022072,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.010357,           0.0057347,                   0,             0.99957,                   1,               0.995,             0.88172,           0.0039774,           0.0022138,                   0,            0.001849,            0.001849,            0.001849
                 249,           0.0097409,           0.0054349,                   0,             0.99958,                   1,               0.995,              0.8695,            0.004059,           0.0022555,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0098938,            0.005756,                   0,             0.99959,                   1,               0.995,             0.87511,           0.0040598,           0.0022447,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0087801,           0.0054752,                   0,             0.99961,                   1,               0.995,             0.88694,           0.0039338,           0.0022609,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0088105,           0.0059691,                   0,             0.99959,                   1,               0.995,             0.87989,           0.0039536,            0.002258,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.010214,           0.0058882,                   0,              0.9996,                   1,               0.995,             0.87764,           0.0039484,            0.002231,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0093653,           0.0055154,                   0,             0.99961,                   1,               0.995,             0.88531,           0.0038907,           0.0022284,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0096222,           0.0055987,                   0,              0.9996,                   1,               0.995,             0.88862,           0.0038647,           0.0022371,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0092085,           0.0055796,                   0,             0.99959,                   1,               0.995,             0.88724,           0.0038841,           0.0022784,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0083516,           0.0059029,                   0,             0.99961,                   1,               0.995,             0.88134,           0.0038878,           0.0022639,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0084233,           0.0057513,                   0,             0.99962,                   1,               0.995,             0.88482,           0.0039812,           0.0022227,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0090785,           0.0055707,                   0,             0.99966,                   1,               0.995,             0.88515,           0.0039648,           0.0022212,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.010798,           0.0058257,                   0,             0.99966,                   1,               0.995,              0.8799,           0.0039958,           0.0022364,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0087363,           0.0057376,                   0,             0.99963,                   1,               0.995,             0.88445,           0.0039606,            0.002207,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0081315,           0.0055253,                   0,              0.9996,                   1,               0.995,             0.88584,           0.0038717,           0.0022195,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0098623,           0.0057393,                   0,             0.99962,                   1,               0.995,             0.88921,           0.0039087,            0.002197,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0081871,           0.0054567,                   0,             0.99958,                   1,               0.995,             0.88203,           0.0039818,           0.0022699,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0092916,           0.0058144,                   0,             0.99961,                   1,               0.995,             0.87984,           0.0039908,           0.0023065,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0086861,           0.0057052,                   0,             0.99962,                   1,               0.995,             0.88455,           0.0039633,           0.0022763,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0081898,           0.0052502,                   0,             0.99962,                   1,               0.995,             0.88427,           0.0040002,           0.0022553,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0079208,           0.0056651,                   0,             0.99961,                   1,               0.995,             0.88561,           0.0039387,           0.0022478,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.008902,           0.0055899,                   0,             0.99963,                   1,               0.995,             0.88228,           0.0040091,           0.0022965,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0089016,           0.0055466,                   0,             0.99964,                   1,               0.995,             0.87751,            0.004023,           0.0022596,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0094496,           0.0055645,                   0,              0.9996,                   1,               0.995,             0.87696,           0.0039705,           0.0022424,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0096372,           0.0055357,                   0,             0.99958,                   1,               0.995,             0.87374,           0.0040234,           0.0022778,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0093521,           0.0052939,                   0,             0.99959,                   1,               0.995,             0.88034,           0.0039423,           0.0022174,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0091854,           0.0054998,                   0,             0.99961,                   1,               0.995,             0.88455,           0.0039545,           0.0022192,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0082673,           0.0055377,                   0,             0.99957,                   1,               0.995,             0.87934,           0.0039958,           0.0022715,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0084985,           0.0053675,                   0,             0.99959,                   1,               0.995,              0.8826,           0.0039824,           0.0022752,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.010161,           0.0059484,                   0,             0.99962,                   1,               0.995,              0.8812,           0.0039818,           0.0022678,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0098985,           0.0056438,                   0,             0.99962,                   1,               0.995,             0.88275,           0.0039575,           0.0022557,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0081642,           0.0053937,                   0,             0.99962,                   1,               0.995,               0.889,           0.0038975,           0.0022284,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0073859,             0.00551,                   0,             0.99963,                   1,               0.995,             0.88696,           0.0039202,            0.002232,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0095275,           0.0056665,                   0,             0.99961,                   1,               0.995,             0.88862,            0.003897,           0.0022382,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.008442,           0.0052911,                   0,             0.99961,                   1,               0.995,              0.8911,           0.0039213,           0.0022389,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0075597,           0.0052313,                   0,             0.99963,                   1,               0.995,             0.88911,             0.00392,           0.0022259,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.009984,           0.0056734,                   0,             0.99964,                   1,               0.995,             0.89198,           0.0038768,           0.0022203,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0086218,            0.005493,                   0,             0.99964,                   1,               0.995,             0.89264,           0.0038712,           0.0022172,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0070428,            0.005385,                   0,             0.99963,                   1,               0.995,             0.89129,           0.0039088,           0.0022313,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.009596,           0.0052556,                   0,             0.99964,                   1,               0.995,             0.88898,           0.0039062,           0.0022211,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0089273,           0.0055487,                   0,             0.99963,                   1,               0.995,             0.88765,           0.0038935,           0.0022105,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0084936,           0.0052435,                   0,             0.99963,                   1,               0.995,             0.89005,            0.003866,            0.002192,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0077909,           0.0053123,                   0,             0.99964,                   1,               0.995,             0.88579,           0.0039125,           0.0022127,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0087273,           0.0054685,                   0,             0.99963,                   1,               0.995,             0.88651,           0.0039444,           0.0022589,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.007906,           0.0051933,                   0,             0.99962,                   1,               0.995,             0.88405,           0.0039333,           0.0022618,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0083574,           0.0055823,                   0,             0.99962,                   1,               0.995,             0.88389,           0.0039253,           0.0022595,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0089288,           0.0054695,                   0,             0.99962,                   1,               0.995,             0.88611,           0.0039102,           0.0022485,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0099774,           0.0055887,                   0,             0.99962,                   1,               0.995,             0.88274,           0.0039104,           0.0022442,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0081203,           0.0054629,                   0,             0.99962,                   1,               0.995,             0.88408,           0.0038932,            0.002245,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0083258,           0.0054937,                   0,             0.99962,                   1,               0.995,             0.88458,           0.0039077,           0.0022479,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0076338,           0.0053516,                   0,             0.99961,                   1,               0.995,             0.88531,           0.0039145,           0.0022559,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.008517,           0.0051651,                   0,             0.99962,                   1,               0.995,             0.88667,           0.0038895,           0.0022431,                   0,            0.000166,            0.000166,            0.000166
